Customer ID,Product ID,Category,Sub-Category,Product Name
JM-15535,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard
JM-15535,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
JM-15535,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener
BE-11335,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes
DR-12880,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset
DR-12880,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
TA-21385,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
TA-21385,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive
TA-21385,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
TA-21385,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
KN-16705,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack"
PJ-18835,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book
MC-17605,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
MC-17605,OFF-AR-10003056,Office Supplies,Art,Newell 341
BS-11755,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips
BS-11755,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
PK-19075,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
PK-19075,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled"
TS-21205,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving
BD-11725,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
TS-21340,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
TS-21340,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
TS-21340,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
TS-21340,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
ST-20530,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8� x 11�"
DB-13210,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
KF-16285,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
KF-16285,OFF-PA-10004888,Office Supplies,Paper,Xerox 217
JM-16195,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum
TS-21505,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays
TS-21505,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving
TS-21505,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
YC-21895,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers
Dp-13240,OFF-LA-10002312,Office Supplies,Labels,Avery 490
Dp-13240,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
Dp-13240,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992
SJ-20500,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
KB-16240,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements
CS-12250,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone
CS-12250,TEC-AC-10002305,Technology,Accessories,KeyTronic�E03601U1 -�Keyboard�- Beige
CS-12250,TEC-AC-10003610,Technology,Accessories,Logitech�Illuminated - Keyboard
CS-12250,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving
EB-13870,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
PB-19150,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope
MT-18070,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders
BF-11020,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s
BF-11020,OFF-LA-10000262,Office Supplies,Labels,Avery 494
BF-11020,OFF-AP-10002222,Office Supplies,Appliances,Staple holder
BF-11020,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
CG-12520,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
DH-13675,OFF-SU-10001225,Office Supplies,Supplies,Staple remover
DH-13675,OFF-LA-10002043,Office Supplies,Labels,Avery 489
DH-13675,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
SC-20440,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
HG-15025,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse
MM-18055,OFF-AR-10001177,Office Supplies,Art,Newell 349
MM-18055,OFF-LA-10000634,Office Supplies,Labels,Avery 509
MM-18055,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card
MM-18055,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair
MM-18055,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams
TH-21115,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories
TH-21115,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
TH-21115,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes
TH-21115,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
JE-15745,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925
PG-18820,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes
MB-17305,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
JD-16015,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880
JD-16015,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
JH-15430,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
JH-15430,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
EN-13780,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting
EN-13780,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
EN-13780,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset
KC-16255,TEC-AC-10003870,Technology,Accessories,Logitech�Z-906 Speaker sys - home theater - 5.1-CH
MS-17980,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair
MS-17980,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
MS-17980,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils
MS-17980,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956
MS-17980,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display
CK-12205,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders
CK-12205,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
SJ-20125,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
EA-14035,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils
MG-17890,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins
AB-10255,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912
SC-20260,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector
TB-21355,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
JK-16090,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 -�speaker phone
CK-12595,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse
CK-12595,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
CK-12595,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
CK-12595,OFF-PA-10000157,Office Supplies,Paper,Xerox 191
CK-12595,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders
CK-12595,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels
CK-12595,OFF-PA-10001534,Office Supplies,Paper,Xerox 230
SS-20590,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings
LE-16810,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair
LE-16810,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels"
LE-16810,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
ES-14080,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
ES-14080,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
ES-14080,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
MG-17890,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
JM-16195,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
JM-16195,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
SG-20470,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
SG-20470,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads
DB-12970,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
DB-12970,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads
DB-12970,TEC-AC-10003832,Technology,Accessories,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive
DB-12970,OFF-PA-10004100,Office Supplies,Paper,Xerox 216
DB-12970,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase
JW-15220,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray"
KD-16495,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays
KD-16495,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
IL-15100,OFF-PA-10000048,Office Supplies,Paper,Xerox 20
IL-15100,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
IL-15100,OFF-LA-10004853,Office Supplies,Labels,Avery 483
JE-15610,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
JE-15610,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
JE-15610,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
SU-20665,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers
SU-20665,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
SU-20665,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
SU-20665,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley
SU-20665,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
SU-20665,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993
SU-20665,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset
EA-14035,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893
EA-14035,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders
EA-14035,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
EA-14035,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5
EA-14035,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone
RF-19840,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
RF-19840,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
LC-17050,OFF-AR-10003829,Office Supplies,Art,Newell 35
LC-17050,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
LC-17050,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
PS-18970,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock
PS-18970,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters
JO-15280,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays
VP-21730,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black"
VP-21730,TEC-PH-10001468,Technology,Phones,Panasonic Business�Telephones�KX-T7736
VP-21730,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
GA-14725,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins
EM-14140,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
DB-13615,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
DB-13615,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files
ML-17395,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
ML-17395,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
JH-15430,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder'
BP-11095,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
BP-11095,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
SB-20185,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
SV-20785,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
SV-20785,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener
DO-13435,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener
DO-13435,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes
DO-13435,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
TB-21355,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes
TB-21355,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
BS-11380,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System
FM-14215,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
FM-14215,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
JL-15835,OFF-AR-10001547,Office Supplies,Art,Newell 311
AF-10870,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
BG-11035,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
MB-17305,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
HW-14935,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
HW-14935,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB�Flash Drive Imation�Corp
AB-10105,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray"
JP-15460,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
JP-15460,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
JP-15460,OFF-AR-10001954,Office Supplies,Art,Newell 331
DV-13045,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
CM-12190,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D"
SC-20695,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800
SC-20695,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter
SC-20695,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
SC-20695,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
VW-21775,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
VW-21775,TEC-AC-10002637,Technology,Accessories,Logitech�VX Revolution Cordless Laser Mouse for Notebooks (Black)
PP-18955,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
PP-18955,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut"
DR-12880,OFF-LA-10004689,Office Supplies,Labels,Avery 512
DR-12880,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs
RB-19465,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
NF-18385,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard
NF-18385,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table
NF-18385,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
CR-12580,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack
SU-20665,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders
SC-20050,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
SC-20050,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac
ML-18040,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black"
GM-14440,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair
GM-14440,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
JK-15640,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets
AT-10435,OFF-AR-10000246,Office Supplies,Art,Newell 318
DB-12910,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection
AH-10690,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes
SJ-20125,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
HM-14860,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp
AG-10495,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame
JB-16000,OFF-PA-10001800,Office Supplies,Paper,Xerox 220
AJ-10795,OFF-PA-10004609,Office Supplies,Paper,Xerox 221
AJ-10795,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
AJ-10795,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers
AJ-10795,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
MM-18280,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893
TH-21235,OFF-AR-10000940,Office Supplies,Art,Newell 343
AH-10120,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders
AH-10120,OFF-AR-10004078,Office Supplies,Art,Newell 312
AH-10120,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
AH-10120,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
AH-10120,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
AH-10120,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels
AH-10120,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount
CL-12700,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
CL-12700,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
JG-15310,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener
JG-15310,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
JG-15310,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart
JG-15310,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
SE-20110,OFF-LA-10004093,Office Supplies,Labels,Avery 486
SE-20110,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
SE-20110,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
TG-21640,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp
TG-21640,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
SH-19975,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes
SH-19975,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972
MC-17275,OFF-PA-10003953,Office Supplies,Paper,Xerox 218
PJ-18835,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
PJ-18835,TEC-AC-10004877,Technology,Accessories,Imation�30456 USB�Flash Drive�8GB
ZC-21910,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors
SC-20680,OFF-FA-10000735,Office Supplies,Fasteners,Staples
SC-20680,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889
BP-11230,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
BP-11230,OFF-PA-10001569,Office Supplies,Paper,Xerox 232
RD-19585,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990
RD-19585,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx
RD-19585,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum
KL-16645,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
CK-12205,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes"
CK-12205,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
CK-12205,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
RB-19705,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
KM-16225,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter
KM-16225,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
KM-16225,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
KM-16225,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
KM-16225,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
AH-10465,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
AG-10765,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
AG-10765,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
EB-14170,OFF-LA-10002312,Office Supplies,Labels,Avery 490
PG-18895,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992
CA-12055,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
CA-12055,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad
SS-20875,OFF-AR-10003829,Office Supplies,Art,Newell 35
SS-20875,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables
SS-20875,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
RP-19390,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears
SC-20440,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers
NW-18400,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
NW-18400,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
NW-18400,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set"
NW-18400,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier
NW-18400,OFF-PA-10003363,Office Supplies,Paper,Xerox 204
KW-16435,TEC-PH-10003092,Technology,Phones,Motorola L804
HR-14770,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4
AG-10900,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote
BM-11650,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
BM-11650,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
BM-11650,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope
BM-11650,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
RD-19720,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote
KB-16585,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins
KB-16585,TEC-AC-10000358,Technology,Accessories,Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB
KB-16585,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
DW-13585,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905
VG-21805,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black"
DR-12880,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
AH-10690,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
JP-15520,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
JP-15520,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
JP-15520,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
JP-15520,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
JP-15520,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�"
